cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPALOGPS,logPChemAxon,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
LPOS-0168,PE(18:0/20:4),1,[M+H]+,primary,LPOS-0168.1,na,411.6,6.86,768.5537815,768.5422532,768.5653099,396.6,426.6,767.5465051,C43H78NO8P,768.5566856,3.778530756,NPCLIPSTD0008,PLPOS-02554,18_0,20_4,na,na,na,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,na,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],na,na,C00350,na,na,na,na,16038,na,na,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0169,PE(36:1); PE(18:0/18:1) | PE(18:1/18:0),1,[M+H]+,primary,LPOS-0169.1,na,441.78,7.363,746.5694316,746.5582331,746.5806302,426.78,456.78,745.5621552,C41H80NO8P,746.5694116,0.026758875,na,PLPOS-02997,na,na,na,na,na,Glycerophospholipids,Glycerophosphoethanolamines,Phosphatidylethanolamines,na,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Diacylglycerophosphoethanolamines [GP0201],na,na,C00350,na,na,na,na,16038,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0171,PE(O-18:1/20:4) and/or PE(P-18:0/20:4),1,[M+H]+,primary,LPOS-0171.1,na,432.84,7.214,752.5588669,752.5475785,752.5701553,417.84,447.84,751.5515905,C43H78NO7P,752.5586507,0.287357391,NPCLIPSTD0295,PLPOS-02858,na,na,na,na,na,Glycerophospholipids,Glycerophosphoethanolamines,na,na,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],na,na,na,na,na,na,na,na,na,na,na,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0172,PE(O-18:1/22:6) and/or PE(P-18:0/22:6),1,[M+H]+,primary,LPOS-0172.1,na,420.96,7.016,776.5588669,776.5472185,776.5705153,405.96,435.96,775.5515905,C45H79NO7P,776.5594428,0.741571296,NPCLIPSTD0296,PLPOS-02684,na,na,na,na,na,Glycerophospholipids,Glycerophosphoethanolamines,na,na,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],na,na,na,na,na,na,na,na,na,na,na,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0173,SM(d16:1/20:0),1,[M+H]+,primary,LPOS-0173.1,na,390.06,6.501,731.6061515,731.5951774,731.6171256,375.06,405.06,730.598875,C41H83N2O6P,731.606289,0.18800507,na,PLPOS-02161,16_1,20_0,na,na,1.4057,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010052,na,na,113381521,52931165,"[(E,2S,3R)-3-hydroxy-2-(icosanoylamino)hexadec-4-enyl] 2-(trimethylazaniumyl)ethyl phosphate",na,138572,"InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+/t39-,40+/m0/s1",CYAOJEYKBPRRNW-YJFXYUILSA-N,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0174,SM(d16:1/22:0),1,[M+H]+,primary,LPOS-0174.1,na,433.56,7.226,759.6374516,759.626057,759.6488462,418.56,448.56,758.6301751,C43H87N2O6P,759.6380158,0.742669274,na,PLPOS-02879,16_1,22_0,5.81,8.75,1.6939,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0240618,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010061,na,na,113381528,52931183,"(2-{[(2S,3R,4E)-2-docosanamido-3-hydroxyhexadec-4-en-1-yl phosphono]oxy}ethyl)trimethylazanium",121999-66-4,138574,"InChI=1S/C43H87N2O6P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-17-15-13-11-9-7-2/h34,36,41-42,46H,6-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b36-34+/t41-,42+/m0/s1",XNBRFUCJENKXCT-SVLGDMRNSA-N,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0175,SM(d16:1/24:0),1,[M+H]+,primary,LPOS-0175.1,na,473.94,7.899,787.6687517,787.6569367,787.6805668,458.94,488.94,786.6614753,C45H91N2O6P,787.6688069,0.070102814,na,PLPOS-03304,16_1,24_0,na,na,1.9821,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010073,na,na,113381536,52931205,"[(E,2S,3R)-3-hydroxy-2-(tetracosanoylamino)hexadec-4-enyl] 2-(trimethylazaniumyl)ethyl phosphate",na,64583,"InChI=1S/C45H91N2O6P/c1-6-8-10-12-14-16-18-19-20-21-22-23-24-25-26-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-17-15-13-11-9-7-2/h36,38,43-44,48H,6-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b38-36+/t43-,44+/m0/s1",ZMVICCPXQQIKAC-TWKUQIQBSA-N,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0176,SM(d16:1/24:1),1,[M+H]+,primary,LPOS-0176.1,na,432.18,7.203,785.6531017,785.6413169,785.6648865,417.18,447.18,784.6458252,C45H89N2O6P,785.6530877,0.017810524,na,PLPOS-02829,16_1,24_1,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0177,SM(d17:1/16:0),1,[M+H]+,primary,LPOS-0177.1,na,319.56,5.326,689.5592013,689.5488579,689.5695447,304.56,334.56,688.5519248,C38H77N2O6P,689.5594888,0.416920925,na,PLPOS-01107,17_1,16_0,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,1,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0178,SM(d17:1/24:1),1,[M+H]+,primary,LPOS-0178.1,na,449.1,7.485,799.6687517,799.6567567,799.6807468,434.1,464.1,798.6614753,C46H91N2O6P,799.6687796,0.034903329,na,PLPOS-03062,17_1,24_1,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,2,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0179,SM(d18:0/16:0),1,[M+H]+,primary,LPOS-0179.1,na,356.34,5.939,705.5905014,705.5799176,705.6010853,341.34,371.34,704.583225,C39H81N2O6P,705.5907462,0.346952366,na,PLPOS-01545,18_0,16_0,4.93,8.27,1.0955,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0010168,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010004,na,na,4446704,5283591,"{[(2S,3R)-2-hexadecanamido-3-hydroxyoctadecyl]oxy}[2-(trimethylazaniumyl)ethoxy]phosphinic acid",60322-02-3,78647,"InChI=1S/C39H81N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h37-38,42H,6-36H2,1-5H3,(H-,40,43,44,45)/t37-,38+/m0/s1",QHZIGNLCLJPLCU-QPPIDDCLSA-N,4A,2,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0180,SM(d18:1/16:0),1,[M+H]+,primary,LPOS-0180.1,na,340.98,5.683,703.5748513,703.5642977,703.585405,325.98,355.98,702.5675749,C39H79N2O6P,703.5751819,0.469775521,NPCLIPSTD0051,PLPOS-01354,18_1,16_0,4.95,8.07,1.1175,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0010169,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010003,na,C00550,4446703,5283590,"{[(2S,3R,4E)-2-hexadecanamido-3-hydroxyoctadec-4-en-1-yl]oxy}[2-(trimethylazaniumyl)ethoxy]phosphinic acid",6254-89-3,78646,"InChI=1S/C39H79N2O6P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-38(42)37(36-47-48(44,45)46-35-34-41(3,4)5)40-39(43)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h30,32,37-38,42H,6-29,31,33-36H2,1-5H3,(H-,40,43,44,45)/b32-30+/t37-,38+/m0/s1",RWKUXQNLWDTSLO-GWQJGLRPSA-N,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0181,SM(d18:1/18:0),1,[M+H]+,primary,LPOS-0181.1,na,384.54,6.409,731.6061515,731.5951774,731.6171256,369.54,399.54,730.598875,C41H83N2O6P,731.606461,0.423090305,NPCLIPSTD0048,PLPOS-02062,18_1,18_0,5.35,7.87,1.4057,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0001348,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010001,na,C00550,4446701,5283588,"{[(2S,3R,4E)-3-hydroxy-2-octadecanamidooctadec-4-en-1-yl]oxy}[2-(trimethylazaniumyl)ethoxy]phosphinic acid",58909-84-5,83358,"InChI=1S/C41H83N2O6P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-41(45)42-39(38-49-50(46,47)48-37-36-43(3,4)5)40(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h32,34,39-40,44H,6-31,33,35-38H2,1-5H3,(H-,42,45,46,47)/b34-32+/t39-,40+/m0/s1",LKQLRGMMMAHREN-YJFXYUILSA-N,2A,1,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0182,SM(d18:1/18:1),1,[M+H]+,primary,LPOS-0182.1,na,358.02,5.967,729.5905014,729.5795576,729.6014453,343.02,373.02,728.583225,C41H81N2O6P,729.5897922,0.972002576,NPCLIPSTD0050,PLPOS-01570,18_1,18_1,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,C00550,na,na,na,na,17636,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0183,SM(d18:1/20:0),1,[M+H]+,primary,LPOS-0183.1,na,427.14,7.119,759.6374516,759.626057,759.6488462,412.14,442.14,758.6301751,C43H87N2O6P,759.6381374,0.902796959,na,PLPOS-02760,18_1,20_0,5.8,9.84,1.6939,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0012102,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010005,na,C00550,23113477,44260124,"(2-{[(2S,3R,4E)-3-hydroxy-2-icosanamidooctadec-4-en-1-yl phosphonato]oxy}ethyl)trimethylazanium",121999-68-6,83359,"InChI=1S/C43H87N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-43(47)44-41(40-51-52(48,49)50-39-38-45(3,4)5)42(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h34,36,41-42,46H,6-33,35,37-40H2,1-5H3,(H-,44,47,48,49)/b36-34+/t41-,42+/m0/s1",AADLTHQNYQJHQV-SVLGDMRNSA-N,4A,2,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0184,SM(d18:1/20:1),1,[M+H]+,primary,LPOS-0184.1,na,396,6.6,757.6218015,757.6104372,757.6331659,381,411,756.6145251,C43H85N2O6P,757.6221566,0.468700122,na,PLPOS-02308,18_1,20_1,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,C00550,na,na,na,na,17636,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0185,SM(d18:1/22:0),1,[M+H]+,primary,LPOS-0185.1,na,467.34,7.789,787.6687517,787.6569367,787.6805668,452.34,482.34,786.6614753,C45H91N2O6P,787.6691845,0.549466467,na,PLPOS-03249,18_1,22_0,6.05,10.73,1.9821,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0012103,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010006,na,C00550,24846873,44260125,"(2-{[(2S,3R,4E)-2-docosanamido-3-hydroxyoctadec-4-en-1-yl phosphonato]oxy}ethyl)trimethylazanium",94359-12-3,74532,"InChI=1S/C45H91N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-45(49)46-43(42-53-54(50,51)52-41-40-47(3,4)5)44(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h36,38,43-44,48H,6-35,37,39-42H2,1-5H3,(H-,46,49,50,51)/b38-36+/t43-,44+/m0/s1",FJJANLYCZUNFSE-TWKUQIQBSA-N,4A,2,3,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0186,SM(d18:1/23:0),1,[M+H]+,primary,LPOS-0186.1,na,486.12,8.102,801.6844018,801.6723765,801.6964271,471.12,501.12,800.6771253,C46H93N2O6P,801.6846995,0.371329386,na,PLPOS-03421,18_1,23_0,6.19,11.18,2.1262,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0012105,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010078,na,C00550,34448889,46891684,"(2-{[(2S,3R,4E)-3-hydroxy-2-tricosanamidooctadec-4-en-1-yl phosphonato]oxy}ethyl)trimethylazanium",121999-74-4,83880,"InChI=1S/C46H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-28-30-32-34-36-38-40-46(50)47-44(43-54-55(51,52)53-42-41-48(3,4)5)45(49)39-37-35-33-31-29-27-19-17-15-13-11-9-7-2/h37,39,44-45,49H,6-36,38,40-43H2,1-5H3,(H-,47,50,51,52)/b39-37+/t44-,45+/m0/s1",SXZWBNWTCVLZJN-NMIJJABPSA-N,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0187,SM(d18:1/24:0),1,[M+H]+,primary,LPOS-0187.1,na,504.06,8.401,815.7000519,815.6878164,815.7122874,489.06,519.06,814.6927754,C47H95N2O6P,815.7004351,0.469874972,NPCLIPSTD0049,PLPOS-03520,18_1,24_0,6.33,11.62,2.2703,Sphingolipids,Phosphosphingolipids,Sphingomyelins,HMDB0011697,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],LMSP03010008,na,C00550,4446708,5283595,"{[(2S,3R,4E)-3-hydroxy-2-tetracosanamidooctadec-4-en-1-yl]oxy}[2-(trimethylazaniumyl)ethoxy]phosphinic acid",na,83360,"InChI=1S/C47H95N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h38,40,45-46,50H,6-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b40-38+/t45-,46+/m0/s1",QEDPUVGSSDPBMD-XTAIVQBESA-N,2A,1,2,X,,,,,,,Plasma,SC/PAV/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0188,SM(d18:1/24:1),1,[M+H]+,primary,LPOS-0188.1,na,465.84,7.764,813.6844018,813.6721965,813.6966071,450.84,480.84,812.6771253,C47H93N2O6P,813.6852467,1.038371153,NPCLIPSTD0047,PLPOS-03221,18_1,24_1,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,C00550,na,na,na,na,17636,na,na,2A,1,3,X,,,,,,,Plasma,SC/PAV/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0189,SM(d18:2/14:0),1,[M+H]+,primary,LPOS-0189.1,na,263.16,4.386,673.5279012,673.5177982,673.5380041,248.16,278.16,672.5206247,C37H73N2O6P,673.5280254,0.184479708,na,PLPOS-00757,18_2,14_0,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0190,SM(d18:2/16:0)_1,1,[M+H]+,primary,LPOS-0190.1,na,306.54,5.109,701.5592013,701.5486779,701.5697247,291.54,321.54,700.5519248,C39H77N2O6P,701.5595829,0.543922923,na,PLPOS-01008,18_2,16_0,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,1,X,,,,,,,Plasma,SC/PAV/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0191,SM(d18:2/16:0)_2,1,[M+H]+,primary,LPOS-0191.1,na,312.24,5.204,701.5592013,701.5486779,701.5697247,297.24,327.24,700.5519248,C39H77N2O6P,701.5592783,0.109839495,na,PLPOS-01053,18_2,16_0,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0192,SM(d18:2/18:0),1,[M+H]+,primary,LPOS-0192.1,na,351.54,5.859,729.5905014,729.5795576,729.6014453,336.54,366.54,728.583225,C41H81N2O6P,729.5904633,0.052253927,na,PLPOS-01493,18_2,18_0,na,na,na,Sphingolipids,Phosphosphingolipids,Sphingomyelins,na,Sphingolipids [SP],Phosphosphingolipids [SP03],Ceramide phosphocholines (sphingomyelins) [SP0301],na,na,na,na,na,na,na,64583,na,na,4A,2,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
