cpdID,cpdName,feature,ion,purpose,IonID,Commentsformanualrevision,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,measuredMZ,ppmError,npcStandardID,npcFeatureID,sn1,sn2,logPALOGPS,logPChemAxon,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGPathway,KEGGID,chemspiderID,PubChemID,IUPAC,CAS,ChEBIID,InChI,InChIKey,confidenceScore,MSIAnnotationLevel,complexityScore,urine,plasma,serum,breastMilk,gastric,dueodenal,faecal,liver,originalMatrix,annotatedBy,validationFiles,ISOriginalFiles
LPOS-0031,Hexacosenoylcarnitine CAR(26:1),1,[M+H]+,primary,LPOS-0031.1,na,259.86,4.331,538.482986,538.4749087,538.4910632,244.86,274.86,537.4757095,C33H63NO4,538.4830998,0.211374675,na,PLPOS-00743,na,na,na,na,na,Fatty Acyls,Fatty acid esters,Acyl carnitines,na,Fatty Acyls [FA],Fatty esters [FA07],Fatty acyl carnitines [FA0707],na,na,C02301,na,5537,na,na,75659,na,na,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0032,CE(18:1),1,[M+Na]+,primary,LPOS-0032.1,na,641.58,10.693,673.5894024,673.5792986,673.5995063,626.58,656.58,650.6001817,C45H78O2,673.5883415,1.575123688,NPCLIPSTD0080,PLPOS-04917,na,na,na,na,na,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,na,Sterol Lipids [ST],Sterols [ST01],Steryl esters [ST0102],na,na,C02530,na,5537,na,na,17002,na,na,2A,1,2,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0033,CE(18:2),1,[M+Na]+,primary,LPOS-0033.1,na,621.84,10.364,671.5737524,671.5636788,671.583826,606.84,636.84,648.5845317,C45H76O2,671.5731311,0.925102216,NPCLIPSTD0081,PLPOS-04511,na,na,na,na,na,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,na,Sterol Lipids [ST],Sterols [ST01],Steryl esters [ST0102],na,na,C02530,na,5537,na,na,17002,na,na,2A,1,1,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0034,CE(20:4),1,[M+Na]+,primary,LPOS-0034.1,na,608.4,10.14,695.5737524,695.5633188,695.584186,593.4,623.4,672.5845317,C47H76O2,695.5733115,0.63382839,NPCLIPSTD0083,PLPOS-04243,na,na,na,na,na,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,na,Sterol Lipids [ST],Sterols [ST01],Steryl esters [ST0102],na,na,C02530,na,5537,na,na,17002,na,na,2A,1,1,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0035,CE(20:5),1,[M+Na]+,primary,LPOS-0035.1,na,589.38,9.823,693.5581023,693.5476989,693.5685057,574.38,604.38,670.5688816,C47H74O2,693.5571231,1.411914538,na,PLPOS-03910,na,na,na,na,na,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,na,Sterol Lipids [ST],Sterols [ST01],Steryl esters [ST0102],na,na,C02530,na,5537,na,na,17002,na,na,4A,2,1,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0036,CE(22:6),1,[M+Na]+,primary,LPOS-0036.1,na,595.98,9.933,719.5737524,719.5629588,719.584546,580.98,610.98,696.5845317,C49H76O2,719.5724729,1.778126846,NPCLIPSTD0084,PLPOS-04011,na,na,na,na,na,Steroids and steroid derivatives,Steroid esters,Cholesteryl esters,na,Sterol Lipids [ST],Sterols [ST01],Steryl esters [ST0102],na,na,C02530,na,5537,na,na,17002,na,na,2A,1,1,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0037,Cer(d16:1/20:0),1,[M+H-H2O]+,primary,LPOS-0037.1,na,436.38,7.273,548.5401069,548.5318788,548.548335,421.38,451.38,565.5433951,C36H71NO3,548.5390444,1.937065416,na,PLPOS-02926,16_1,20_0,na,na,3.0569,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010047,na,na,113381106,70698937,"N-[(E,2S,3R)-1,3-dihydroxyhexadec-4-en-2-yl]icosanamide",na,17761,"InChI=1S/C36H71NO3/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-28,30,32-33H2,1-2H3,(H,37,40)/b31-29+/t34-,35+/m0/s1",GOOUFNPMMZFHJF-NXCSZAMKSA-N,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0038,Cer(d16:1/22:0),1,[M+H-H2O]+,primary,LPOS-0038.1,na,476.04,7.934,576.571407,576.5627585,576.5800556,461.04,491.04,593.5746953,C38H75NO3,576.5718245,0.72410478,na,PLPOS-03324,16_1,22_0,na,na,3.3451,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0240682,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010016,na,na,8802669,10627306,"N-[(E,2S,3R)-1,3-dihydroxyhexadec-4-en-2-yl]docosanamide",na,17761,"InChI=1S/C38H75NO3/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-22-24-26-28-30-32-34-38(42)39-36(35-40)37(41)33-31-29-27-25-23-14-12-10-8-6-4-2/h31,33,36-37,40-41H,3-30,32,34-35H2,1-2H3,(H,39,42)/b33-31+/t36-,37+/m0/s1",RIGQYOKCOHPLTC-NUKVNZTCSA-N,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0039,Cer(d16:1/24:0),1,[M+H-H2O]+,primary,LPOS-0039.1,na,512.46,8.541,604.6027072,604.5936381,604.6117762,497.46,527.46,621.6059954,C40H79NO3,604.603297,0.975542291,na,PLPOS-03551,16_1,24_0,na,na,3.6333,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010050,na,na,8803063,10627700,"N-[(E,2S,3R)-1,3-dihydroxyhexadec-4-en-2-yl]tetracosanamide",na,17761,"InChI=1S/C40H79NO3/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-22-23-24-26-28-30-32-34-36-40(44)41-38(37-42)39(43)35-33-31-29-27-25-14-12-10-8-6-4-2/h33,35,38-39,42-43H,3-32,34,36-37H2,1-2H3,(H,41,44)/b35-33+/t38-,39+/m0/s1",UVOIUTYXLKCPEC-GLQCRSEXSA-N,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0040,Cer(d16:1/24:1),1,[M+H-H2O]+,primary,LPOS-0040.1,na,475.56,7.926,602.5870571,602.5780183,602.5960959,460.56,490.56,619.5903453,C40H77NO3,602.5872103,0.254180113,na,PLPOS-03321,16_1,24_1,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0041,Cer(d18:1/16:0),1,[M+H-H2O]+,primary,LPOS-0041.1,na,390.24,6.504,520.5088068,520.5009991,520.5166144,375.24,405.24,537.512095,C34H67NO3,520.5095346,1.398323876,NPCLIPSTD0054,PLPOS-02168,18_1,16_0,9.49,10.87,2.7687,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0004949,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010004,na,C00195,4446677,5283564,"N-[(2S,3R,4E)-1,3-dihydroxyoctadec-4-en-2-yl]hexadecanamide",24696-26-2,72959,"InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)/b29-27+/t32-,33+/m0/s1",YDNKGFDKKRUKPY-TURZORIXSA-N,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0042,Cer(d18:1/18:0),1,[M+H-H2O]+,primary,LPOS-0042.1,na,431.52,7.192,548.5401069,548.5318788,548.548335,416.52,446.52,565.5433951,C36H71NO3,548.5401134,0.011879195,NPCLIPSTD0053,PLPOS-02823,18_1,18_0,9.78,11.75,3.0569,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0004950,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010006,na,C00195,4446678,5283565,"N-[(2S,3R,4E)-1,3-dihydroxyoctadec-4-en-2-yl]octadecanamide",na,72961,"InChI=1S/C36H71NO3/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-36(40)37-34(33-38)35(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h29,31,34-35,38-39H,3-28,30,32-33H2,1-2H3,(H,37,40)/b31-29+/t34-,35+/m0/s1",VODZWWMEJITOND-NXCSZAMKSA-N,2A,1,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0043,Cer(d18:1/20:0),1,[M+H-H2O]+,primary,LPOS-0043.1,na,471.3,7.855,576.571407,576.5627585,576.5800556,456.3,486.3,593.5746953,C38H75NO3,576.5720269,1.075084103,NPCLIPSTD0057,PLPOS-03289,18_1,20_0,10.01,12.64,3.3451,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0004951,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010007,na,C00195,4446679,5283566,"N-[(2S,3R,4E)-1,3-dihydroxyoctadec-4-en-2-yl]icosanamide",na,72962,"InChI=1S/C38H75NO3/c1-3-5-7-9-11-13-15-17-18-19-20-22-24-26-28-30-32-34-38(42)39-36(35-40)37(41)33-31-29-27-25-23-21-16-14-12-10-8-6-4-2/h31,33,36-37,40-41H,3-30,32,34-35H2,1-2H3,(H,39,42)/b33-31+/t36-,37+/m0/s1",XWBWIAOWSABHFI-NUKVNZTCSA-N,2A,1,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0044,Cer(d18:1/22:0),1,[M+H-H2O]+,primary,LPOS-0044.1,na,507.42,8.457,604.6027072,604.5936381,604.6117762,492.42,522.42,621.6059954,C40H79NO3,604.6036422,1.546465778,NPCLIPSTD0055,PLPOS-03535,18_1,22_0,10.21,13.53,3.6333,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0004952,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010008,na,C00195,4446680,5283567,"N-[(2S,3R,4E)-1,3-dihydroxyoctadec-4-en-2-yl]docosanamide",na,72966,"InChI=1S/C40H79NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-36-40(44)41-38(37-42)39(43)35-33-31-29-27-25-23-16-14-12-10-8-6-4-2/h33,35,38-39,42-43H,3-32,34,36-37H2,1-2H3,(H,41,44)/b35-33+/t38-,39+/m0/s1",KEPQASGDXIEOIL-GLQCRSEXSA-N,2A,1,3,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0045,Cer(d18:1/24:0),1,[M+H-H2O]+,primary,LPOS-0045.1,na,540.18,9.003,632.6340073,632.6245178,632.6434968,525.18,555.18,649.6372955,C42H83NO3,632.63458,0.905208446,NPCLIPSTD0056,PLPOS-03687,18_1,24_0,10.35,14.42,3.9215,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0004956,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010012,na,C00195,4446684,5283571,"N-[(2S,3R,4E)-1,3-dihydroxyoctadec-4-en-2-yl]tetracosanamide",na,52639,"InChI=1S/C42H83NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-26-28-30-32-34-36-38-42(46)43-40(39-44)41(45)37-35-33-31-29-27-25-16-14-12-10-8-6-4-2/h35,37,40-41,44-45H,3-34,36,38-39H2,1-2H3,(H,43,46)/b37-35+/t40-,41+/m0/s1",ZJVVOYPTFQEGPH-AUTSUKAISA-N,2A,1,2,X,,,,,,,Plasma,SC/GGDG,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0046,Cer(d18:1/24:1),1,[M+H-H2O]+,primary,LPOS-0046.1,na,506.76,8.446,630.6183572,630.608898,630.6278165,491.76,521.76,647.6216455,C42H81NO3,630.6191261,1.21918288,NPCLIPSTD0058,PLPOS-03528,18_1,24_1,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,C00195,na,na,na,na,52639,na,na,2A,1,5,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0047,Cer(d18:1/25:0),1,[M+H-H2O]+,primary,LPOS-0047.1,na,555.48,9.258,646.6496574,646.6399576,646.6593571,540.48,570.48,663.6529456,C43H85NO3,646.6497648,0.166122238,na,PLPOS-03739,18_1,25_0,10.39,14.87,4.0656,Sphingolipids,Ceramides,Long-chain ceramides,HMDB0004957,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],LMSP02010013,na,C00195,7826144,9547202,"N-[(2S,3R,4E)-1,3-dihydroxyoctadec-4-en-2-yl]pentacosanamide",na,134548,"InChI=1S/C43H85NO3/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-24-25-27-29-31-33-35-37-39-43(47)44-41(40-45)42(46)38-36-34-32-30-28-26-16-14-12-10-8-6-4-2/h36,38,41-42,45-46H,3-35,37,39-40H2,1-2H3,(H,44,47)/b38-36+/t41-,42+/m0/s1",QHPYSHVSWAOLHS-PVNBSDFKSA-N,4A,2,2,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0048,Cer(d18:1/26:1),1,[M+H-H2O]+,primary,LPOS-0048.1,na,536.88,8.948,658.6496574,658.6397776,658.6595371,521.88,551.88,675.6529456,C44H85NO3,658.6486681,1.501876969,na,PLPOS-03673,18_1,26_1,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,C00195,na,na,na,na,52639,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0049,Cer(d18:2/22:0),1,[M+H-H2O]+,primary,LPOS-0049.1,na,480.72,8.012,602.5870571,602.5780183,602.5960959,465.72,495.72,619.5903453,C40H77NO3,602.5878277,1.278781705,na,PLPOS-03380,18_2,22_0,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0050,Cer(d18:2/24:0),1,[M+H-H2O]+,primary,LPOS-0050.1,na,515.88,8.598,630.6183572,630.608898,630.6278165,500.88,530.88,647.6216455,C42H81NO3,630.6191313,1.227441228,na,PLPOS-03584,18_2,24_0,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0051,Cer(d19:1/22:0),1,[M+H-H2O]+,primary,LPOS-0051.1,na,518.94,8.649,618.6183572,618.609078,618.6276365,503.94,533.94,635.6216455,C41H81NO3,618.6181993,0.255339022,na,PLPOS-03599,19_1,22_0,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,4,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0052,Cer(d19:1/23:0),1,[M+H-H2O]+,primary,LPOS-0052.1,na,534.84,8.914,632.6340073,632.6245178,632.6434968,519.84,549.84,649.6372955,C42H83NO3,632.6334837,0.82768231,na,PLPOS-03655,19_1,23_0,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,5,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0053,Cer(d19:1/24:0),1,[M+H-H2O]+,primary,LPOS-0053.1,na,550.56,9.176,646.6496574,646.6399576,646.6593571,535.56,565.56,663.6529456,C43H85NO3,646.6498919,0.362764326,na,PLPOS-03713,19_1,24_0,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0054,Cer(d41:1);  Cer(d18:1/23:0) | Cer(d17:1/24:0),1,[M+H-H2O]+,primary,LPOS-0054.1,na,524.22,8.737,618.6183572,618.609078,618.6276365,509.22,539.22,635.6216455,C41H81NO3,618.619126,1.242675109,na,PLPOS-03616,na,na,na,na,na,Sphingolipids,Ceramides,Long-chain ceramides,na,Sphingolipids [SP],Ceramides [SP02],N-acylsphingosines (ceramides) [SP0201],na,na,na,na,na,na,na,17761,na,na,4A,2,3,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0055,Cholesterol,1,[M+H-H2O]+,primary,LPOS-0055.1,na,272.7,4.545,369.3515779,369.3460376,369.3571181,257.7,287.7,386.3548661,C27H46O,369.3527247,3.105009006,NPCLIPSTD0085,PLPOS-00822,na,na,7.02,7.11,2.1214,Steroids and steroid derivatives,Cholestane steroids,Cholesterols and derivatives,HMDB0000067,Sterol Lipids [ST],Sterols [ST01],Cholesterol and derivatives [ST0101],LMST01010001,na,C00187,9200676,11025495,"(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol",57-88-5,16113,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",HVYWMOMLDIMFJA-DPAQBDIFSA-N,2A,1,1,X,,,,,,,Plasma,SC/PAV,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
LPOS-0056,DG(16:0/16:0),1,[M+H-H2O]+,primary,LPOS-0056.1,na,456,7.6,551.503387,551.4951145,551.5116596,441,471,568.5066753,C35H68O5,551.5038357,0.813518685,NPCLIPSTD0307,PLPOS-03126,na,na,9.91,12,2.423,Glycerolipids,Diradylglycerols,na,HMDB0007098,Glycerolipids [GL],Diradylglycerols [GL02],Diacylglycerols [GL0201],LMGL02010009,na,C00165,559127,644078,(2S)-1-(hexadecanoyloxy)-3-hydroxypropan-2-yl hexadecanoate,na,18035,"InChI=1S/C35H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-34(37)39-32-33(31-36)40-35(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h33,36H,3-32H2,1-2H3/t33-/m0/s1",JEJLGIQLPYYGEE-XIFFEERXSA-N,2A,1,1,X,,,,,,,Plasma,SC,AIRWAVE2_LPOS_ToF05_P8W11_LTR;AIRWAVE2_LPOS_ToF05_P8W23_LTR;AIRWAVE2_LPOS_ToF05_P8W35_LTR;AIRWAVE2_LPOS_ToF05_P8W12_SR;AIRWAVE2_LPOS_ToF05_P8W24_SR;AIRWAVE2_LPOS_ToF05_P8W36_SR,,
